"komentar","cleaned_text","casefolded","tokens","normalized","stopword_removed","stemmed","cleaned","label"
"Sesuai harapan, sangat amanah semoga sukses selalu produk nya 😘hp berjalan dengan lancar dan baik semoga awet dan tahan lama","Sesuai harapan sangat amanah semoga sukses selalu produk nya hp berjalan dengan lancar dan baik semoga awet dan tahan lama","sesuai harapan sangat amanah semoga sukses selalu produk nya hp berjalan dengan lancar dan baik semoga awet dan tahan lama","['sesuai', 'harapan', 'sangat', 'amanah', 'semoga', 'sukses', 'selalu', 'produk', 'nya', 'hp', 'berjalan', 'dengan', 'lancar', 'dan', 'baik', 'semoga', 'awet', 'dan', 'tahan', 'lama']","['sesuai', 'harapan', 'sangat', 'amanah', 'semoga', 'sukses', 'selalu', 'produk', 'nya', 'hp', 'berjalan', 'dengan', 'lancar', 'dan', 'baik', 'semoga', 'awet', 'dan', 'tahan', 'lama']","['sesuai', 'harapan', 'amanah', 'semoga', 'sukses', 'produk', 'hp', 'berjalan', 'lancar', 'semoga', 'awet', 'tahan']","['sesuai', 'harap', 'amanah', 'moga', 'sukses', 'produk', 'hp', 'jalan', 'lancar', 'moga', 'awet', 'tahan']","sesuai harap amanah moga sukses produk hp jalan lancar moga awet tahan",""
"Barang sesuai dengan yang ada di toko","Barang sesuai dengan yang ada di toko","barang sesuai dengan yang ada di toko","['barang', 'sesuai', 'dengan', 'yang', 'ada', 'di', 'toko']","['barang', 'sesuai', 'dengan', 'yang', 'ada', 'di', 'toko']","['barang', 'sesuai', 'toko']","['barang', 'sesuai', 'toko']","barang sesuai toko",""
"Sangat memuaskan sesuai barang pesanan dan berfungsi dengan baik","Sangat memuaskan sesuai barang pesanan dan berfungsi dengan baik","sangat memuaskan sesuai barang pesanan dan berfungsi dengan baik","['sangat', 'memuaskan', 'sesuai', 'barang', 'pesanan', 'dan', 'berfungsi', 'dengan', 'baik']","['sangat', 'memuaskan', 'sesuai', 'barang', 'pesanan', 'dan', 'berfungsi', 'dengan', 'baik']","['memuaskan', 'sesuai', 'barang', 'pesanan', 'berfungsi']","['muas', 'sesuai', 'barang', 'pesan', 'fungsi']","muas sesuai barang pesan fungsi",""
"Alhamdulillah pkt nyah sudah tiba bagus barng nyh g ada yg lecet mulus TPI blm d coba ..kulit nyh jg baik dan ramah mksih","Alhamdulillah pkt nyah sudah tiba bagus barng nyh g ada yg lecet mulus TPI blm d coba kulit nyh jg baik dan ramah mksih","alhamdulillah pkt nyah sudah tiba bagus barng nyh g ada yg lecet mulus tpi blm d coba kulit nyh jg baik dan ramah mksih","['alhamdulillah', 'pkt', 'nyah', 'sudah', 'tiba', 'bagus', 'barng', 'nyh', 'g', 'ada', 'yg', 'lecet', 'mulus', 'tpi', 'blm', 'd', 'coba', 'kulit', 'nyh', 'jg', 'baik', 'dan', 'ramah', 'mksih']","['alhamdulillah', 'pkt', 'nya', 'sudah', 'tiba', 'bagus', 'barng', 'nyh', 'g', 'ada', 'yang', 'lecet', 'mulus', 'tpi', 'belum', 'd', 'coba', 'kulit', 'nyh', 'jg', 'baik', 'dan', 'ramah', 'mksih']","['alhamdulillah', 'pkt', 'bagus', 'barng', 'nyh', 'lecet', 'mulus', 'tpi', 'coba', 'kulit', 'nyh', 'jg', 'ramah', 'mksih']","['alhamdulillah', 'pkt', 'bagus', 'barng', 'nyh', 'lecet', 'mulus', 'tpi', 'coba', 'kulit', 'nyh', 'jg', 'ramah', 'mksih']","alhamdulillah pkt bagus barng nyh lecet mulus tpi coba kulit nyh jg ramah mksih",""
"Bagus hpnya sesuai, tpi gak bisa di upload jaringane susah","Bagus hpnya sesuai tpi gak bisa di upload jaringane susah","bagus hpnya sesuai tpi gak bisa di upload jaringane susah","['bagus', 'hpnya', 'sesuai', 'tpi', 'gak', 'bisa', 'di', 'upload', 'jaringane', 'susah']","['bagus', 'hpnya', 'sesuai', 'tpi', 'tidak', 'bisa', 'di', 'upload', 'jaringane', 'susah']","['bagus', 'hpnya', 'sesuai', 'tpi', 'upload', 'jaringane', 'susah']","['bagus', 'hpnya', 'sesuai', 'tpi', 'upload', 'jaringane', 'susah']","bagus hpnya sesuai tpi upload jaringane susah",""
"Awalnya ragu takut barang yang datang tidak sesuai ekspektasi tapi ternyata Alhamdulillah barangnya masih bersegel","Awalnya ragu takut barang yang datang tidak sesuai ekspektasi tapi ternyata Alhamdulillah barangnya masih bersegel","awalnya ragu takut barang yang datang tidak sesuai ekspektasi tapi ternyata alhamdulillah barangnya masih bersegel","['awalnya', 'ragu', 'takut', 'barang', 'yang', 'datang', 'tidak', 'sesuai', 'ekspektasi', 'tapi', 'ternyata', 'alhamdulillah', 'barangnya', 'masih', 'bersegel']","['awalnya', 'ragu', 'takut', 'barang', 'yang', 'datang', 'tidak', 'sesuai', 'ekspektasi', 'tapi', 'ternyata', 'alhamdulillah', 'barangnya', 'masih', 'bersegel']","['ragu', 'takut', 'barang', 'sesuai', 'ekspektasi', 'alhamdulillah', 'barangnya', 'bersegel']","['ragu', 'takut', 'barang', 'sesuai', 'ekspektasi', 'alhamdulillah', 'barang', 'segel']","ragu takut barang sesuai ekspektasi alhamdulillah barang segel",""
"Terimakasih tokoh yang sangat amanah.. Barang real sesuai pesanan kurir baik... Packaging rapi dan sangat aman pokoknya puas syekali terimakasih","Terimakasih tokoh yang sangat amanah Barang real sesuai pesanan kurir baik Packaging rapi dan sangat aman pokoknya puas syekali terimakasih","terimakasih tokoh yang sangat amanah barang real sesuai pesanan kurir baik packaging rapi dan sangat aman pokoknya puas syekali terimakasih","['terimakasih', 'tokoh', 'yang', 'sangat', 'amanah', 'barang', 'real', 'sesuai', 'pesanan', 'kurir', 'baik', 'packaging', 'rapi', 'dan', 'sangat', 'aman', 'pokoknya', 'puas', 'syekali', 'terimakasih']","['terimakasih', 'tokoh', 'yang', 'sangat', 'amanah', 'barang', 'real', 'sesuai', 'pesanan', 'kurir', 'baik', 'packaging', 'rapi', 'dan', 'sangat', 'aman', 'pokoknya', 'puas', 'syekali', 'terimakasih']","['terimakasih', 'tokoh', 'amanah', 'barang', 'real', 'sesuai', 'pesanan', 'kurir', 'packaging', 'rapi', 'aman', 'pokoknya', 'puas', 'syekali', 'terimakasih']","['terimakasih', 'tokoh', 'amanah', 'barang', 'real', 'sesuai', 'pesan', 'kurir', 'packaging', 'rapi', 'aman', 'pokok', 'puas', 'syekali', 'terimakasih']","terimakasih tokoh amanah barang real sesuai pesan kurir packaging rapi aman pokok puas syekali terimakasih",""
"Alhamdulilah paket mendarat dengan baik.,dan hp nya pun berfungsi dengn baik😇🥰","Alhamdulilah paket mendarat dengan baik dan hp nya pun berfungsi dengn baik","alhamdulilah paket mendarat dengan baik dan hp nya pun berfungsi dengn baik","['alhamdulilah', 'paket', 'mendarat', 'dengan', 'baik', 'dan', 'hp', 'nya', 'pun', 'berfungsi', 'dengn', 'baik']","['alhamdulilah', 'paket', 'mendarat', 'dengan', 'baik', 'dan', 'hp', 'nya', 'pun', 'berfungsi', 'dengn', 'baik']","['alhamdulilah', 'paket', 'mendarat', 'hp', 'berfungsi', 'dengn']","['alhamdulilah', 'paket', 'darat', 'hp', 'fungsi', 'dengn']","alhamdulilah paket darat hp fungsi dengn",""
"Allhamdulillah paketnya sudh sampai,maaf Bru kasih ulasan, pengiriman lama sekali, semoga hpnya awet dan nggak ada masalah selama pemakaian","Allhamdulillah paketnya sudh sampai maaf Bru kasih ulasan pengiriman lama sekali semoga hpnya awet dan nggak ada masalah selama pemakaian","allhamdulillah paketnya sudh sampai maaf bru kasih ulasan pengiriman lama sekali semoga hpnya awet dan nggak ada masalah selama pemakaian","['allhamdulillah', 'paketnya', 'sudh', 'sampai', 'maaf', 'bru', 'kasih', 'ulasan', 'pengiriman', 'lama', 'sekali', 'semoga', 'hpnya', 'awet', 'dan', 'nggak', 'ada', 'masalah', 'selama', 'pemakaian']","['allhamdulillah', 'paketnya', 'sudh', 'sampai', 'maaf', 'bru', 'kasih', 'ulasan', 'pengiriman', 'lama', 'sekali', 'semoga', 'hpnya', 'awet', 'dan', 'tidak', 'ada', 'masalah', 'selama', 'pemakaian']","['allhamdulillah', 'paketnya', 'sudh', 'maaf', 'bru', 'kasih', 'ulasan', 'pengiriman', 'semoga', 'hpnya', 'awet', 'pemakaian']","['allhamdulillah', 'paket', 'sudh', 'maaf', 'bru', 'kasih', 'ulas', 'kirim', 'moga', 'hpnya', 'awet', 'pakai']","allhamdulillah paket sudh maaf bru kasih ulas kirim moga hpnya awet pakai",""
"Barang sesuai...mkasih min.😁😁","Barang sesuai mkasih min","barang sesuai mkasih min","['barang', 'sesuai', 'mkasih', 'min']","['barang', 'sesuai', 'mkasih', 'min']","['barang', 'sesuai', 'mkasih', 'min']","['barang', 'sesuai', 'mkasih', 'min']","barang sesuai mkasih min",""
"Bagussss semogaa Aweett Lengkaap pokoknya jangan Ragu beli di toko ini","Bagussss semogaa Aweett Lengkaap pokoknya jangan Ragu beli di toko ini","bagussss semogaa aweett lengkaap pokoknya jangan ragu beli di toko ini","['bagussss', 'semogaa', 'aweett', 'lengkaap', 'pokoknya', 'jangan', 'ragu', 'beli', 'di', 'toko', 'ini']","['bagussss', 'semogaa', 'aweett', 'lengkaap', 'pokoknya', 'jangan', 'ragu', 'beli', 'di', 'toko', 'ini']","['bagussss', 'semogaa', 'aweett', 'lengkaap', 'pokoknya', 'ragu', 'beli', 'toko']","['bagussss', 'semogaa', 'aweett', 'lengkaap', 'pokok', 'ragu', 'beli', 'toko']","bagussss semogaa aweett lengkaap pokok ragu beli toko",""
"Alhmdullah barang sudah sampe pesan sudah 2 x bnyak peminatnya harga terhangkaou kualitas bagus ori","Alhmdullah barang sudah sampe pesan sudah 2 x bnyak peminatnya harga terhangkaou kualitas bagus ori","alhmdullah barang sudah sampe pesan sudah 2 x bnyak peminatnya harga terhangkaou kualitas bagus ori","['alhmdullah', 'barang', 'sudah', 'sampe', 'pesan', 'sudah', '2', 'x', 'bnyak', 'peminatnya', 'harga', 'terhangkaou', 'kualitas', 'bagus', 'ori']","['alhmdullah', 'barang', 'sudah', 'sampe', 'pesan', 'sudah', '2', 'x', 'bnyak', 'peminatnya', 'harga', 'terhangkaou', 'kualitas', 'bagus', 'ori']","['alhmdullah', 'barang', 'sampe', 'pesan', '2', 'bnyak', 'peminatnya', 'harga', 'terhangkaou', 'kualitas', 'bagus', 'ori']","['alhmdullah', 'barang', 'sampe', 'pesan', '2', 'bnyak', 'minat', 'harga', 'terhangkaou', 'kualitas', 'bagus', 'ori']","alhmdullah barang sampe pesan 2 bnyak minat harga terhangkaou kualitas bagus ori",""
"Kejernihan lensa: Bagus Kualitas pengerjaan: Cepat Performa sistem: Baik","Kejernihan lensa Bagus Kualitas pengerjaan Cepat Performa sistem Baik","kejernihan lensa bagus kualitas pengerjaan cepat performa sistem baik","['kejernihan', 'lensa', 'bagus', 'kualitas', 'pengerjaan', 'cepat', 'performa', 'sistem', 'baik']","['kejernihan', 'lensa', 'bagus', 'kualitas', 'pengerjaan', 'cepat', 'performa', 'sistem', 'baik']","['kejernihan', 'lensa', 'bagus', 'kualitas', 'pengerjaan', 'cepat', 'performa', 'sistem']","['jernih', 'lensa', 'bagus', 'kualitas', 'kerja', 'cepat', 'performa', 'sistem']","jernih lensa bagus kualitas kerja cepat performa sistem",""
"Alkamdulilah sesuwai dgn harga nya cuman sedikit kurang cocok dgn warna nya pingin merah dateng nya ping","Alkamdulilah sesuwai dgn harga nya cuman sedikit kurang cocok dgn warna nya pingin merah dateng nya ping","alkamdulilah sesuwai dgn harga nya cuman sedikit kurang cocok dgn warna nya pingin merah dateng nya ping","['alkamdulilah', 'sesuwai', 'dgn', 'harga', 'nya', 'cuman', 'sedikit', 'kurang', 'cocok', 'dgn', 'warna', 'nya', 'pingin', 'merah', 'dateng', 'nya', 'ping']","['alkamdulilah', 'sesuwai', 'dgn', 'harga', 'nya', 'cuman', 'sedikit', 'kurang', 'cocok', 'dgn', 'warna', 'nya', 'pingin', 'merah', 'dateng', 'nya', 'ping']","['alkamdulilah', 'sesuwai', 'dgn', 'harga', 'cuman', 'cocok', 'dgn', 'warna', 'pingin', 'merah', 'dateng', 'ping']","['alkamdulilah', 'sesuwai', 'dgn', 'harga', 'cuman', 'cocok', 'dgn', 'warna', 'pingin', 'merah', 'dateng', 'ping']","alkamdulilah sesuwai dgn harga cuman cocok dgn warna pingin merah dateng ping",""
"Barangnya bagus, terbungkus dengan rapi. Dihidupkan hidup. Semoga tokonya amanah, banyak pembeli.","Barangnya bagus terbungkus dengan rapi Dihidupkan hidup Semoga tokonya amanah banyak pembeli","barangnya bagus terbungkus dengan rapi dihidupkan hidup semoga tokonya amanah banyak pembeli","['barangnya', 'bagus', 'terbungkus', 'dengan', 'rapi', 'dihidupkan', 'hidup', 'semoga', 'tokonya', 'amanah', 'banyak', 'pembeli']","['barangnya', 'bagus', 'terbungkus', 'dengan', 'rapi', 'dihidupkan', 'hidup', 'semoga', 'tokonya', 'amanah', 'banyak', 'pembeli']","['barangnya', 'bagus', 'terbungkus', 'rapi', 'dihidupkan', 'hidup', 'semoga', 'tokonya', 'amanah', 'pembeli']","['barang', 'bagus', 'bungkus', 'rapi', 'hidup', 'hidup', 'moga', 'toko', 'amanah', 'beli']","barang bagus bungkus rapi hidup hidup moga toko amanah beli",""
"Saya puas belanja di tokoh ini TDK mengecewakan dan sellernya juga baik dan ramah","Saya puas belanja di tokoh ini TDK mengecewakan dan sellernya juga baik dan ramah","saya puas belanja di tokoh ini tdk mengecewakan dan sellernya juga baik dan ramah","['saya', 'puas', 'belanja', 'di', 'tokoh', 'ini', 'tdk', 'mengecewakan', 'dan', 'sellernya', 'juga', 'baik', 'dan', 'ramah']","['saya', 'puas', 'belanja', 'di', 'tokoh', 'ini', 'tdk', 'mengecewakan', 'dan', 'sellernya', 'juga', 'baik', 'dan', 'ramah']","['puas', 'belanja', 'tokoh', 'tdk', 'mengecewakan', 'sellernya', 'ramah']","['puas', 'belanja', 'tokoh', 'tdk', 'kecewa', 'sellernya', 'ramah']","puas belanja tokoh tdk kecewa sellernya ramah",""
"Respon penjual cepatt dan ramah , packing aman , kurir langganan pokok smuanya mantap nggak nyesel pokoknya mesen di tokoh ini👍👍 amanah","Respon penjual cepatt dan ramah packing aman kurir langganan pokok smuanya mantap nggak nyesel pokoknya mesen di tokoh ini amanah","respon penjual cepatt dan ramah packing aman kurir langganan pokok smuanya mantap nggak nyesel pokoknya mesen di tokoh ini amanah","['respon', 'penjual', 'cepatt', 'dan', 'ramah', 'packing', 'aman', 'kurir', 'langganan', 'pokok', 'smuanya', 'mantap', 'nggak', 'nyesel', 'pokoknya', 'mesen', 'di', 'tokoh', 'ini', 'amanah']","['respon', 'penjual', 'cepatt', 'dan', 'ramah', 'packing', 'aman', 'kurir', 'langganan', 'pokok', 'smuanya', 'mantap', 'tidak', 'nyesel', 'pokoknya', 'mesen', 'di', 'tokoh', 'ini', 'amanah']","['respon', 'penjual', 'cepatt', 'ramah', 'packing', 'aman', 'kurir', 'langganan', 'pokok', 'smuanya', 'mantap', 'nyesel', 'pokoknya', 'mesen', 'tokoh', 'amanah']","['respon', 'jual', 'cepatt', 'ramah', 'packing', 'aman', 'kurir', 'langgan', 'pokok', 'smuanya', 'mantap', 'nyesel', 'pokok', 'mesen', 'tokoh', 'amanah']","respon jual cepatt ramah packing aman kurir langgan pokok smuanya mantap nyesel pokok mesen tokoh amanah",""
"Sangat baik dan tepat, sesuai dengan yang di promosikan,,, semoga kerja samanya akan selalu berjalan dengan sebaik-baiknya....terimakasih .....🙏🙏🙏","Sangat baik dan tepat sesuai dengan yang di promosikan semoga kerja samanya akan selalu berjalan dengan sebaik baiknya terimakasih","sangat baik dan tepat sesuai dengan yang di promosikan semoga kerja samanya akan selalu berjalan dengan sebaik baiknya terimakasih","['sangat', 'baik', 'dan', 'tepat', 'sesuai', 'dengan', 'yang', 'di', 'promosikan', 'semoga', 'kerja', 'samanya', 'akan', 'selalu', 'berjalan', 'dengan', 'sebaik', 'baiknya', 'terimakasih']","['sangat', 'baik', 'dan', 'tepat', 'sesuai', 'dengan', 'yang', 'di', 'promosikan', 'semoga', 'kerja', 'samanya', 'akan', 'selalu', 'berjalan', 'dengan', 'sebaik', 'baiknya', 'terimakasih']","['sesuai', 'promosikan', 'semoga', 'samanya', 'berjalan', 'baiknya', 'terimakasih']","['sesuai', 'promosi', 'moga', 'sama', 'jalan', 'baik', 'terimakasih']","sesuai promosi moga sama jalan baik terimakasih",""
"Alkmdllah barang nya nyampe ga ada yg lecet kemasan nya rapi bagus mantap","Alkmdllah barang nya nyampe ga ada yg lecet kemasan nya rapi bagus mantap","alkmdllah barang nya nyampe ga ada yg lecet kemasan nya rapi bagus mantap","['alkmdllah', 'barang', 'nya', 'nyampe', 'ga', 'ada', 'yg', 'lecet', 'kemasan', 'nya', 'rapi', 'bagus', 'mantap']","['alkmdllah', 'barang', 'nya', 'nyampe', 'tidak', 'ada', 'yang', 'lecet', 'kemasan', 'nya', 'rapi', 'bagus', 'mantap']","['alkmdllah', 'barang', 'nyampe', 'lecet', 'kemasan', 'rapi', 'bagus', 'mantap']","['alkmdllah', 'barang', 'nyampe', 'lecet', 'kemas', 'rapi', 'bagus', 'mantap']","alkmdllah barang nyampe lecet kemas rapi bagus mantap",""
"Lumayan harga segitu biar ram tak sama waktu di live ram 8 teryata 4 ram/64","Lumayan harga segitu biar ram tak sama waktu di live ram 8 teryata 4 ram 64","lumayan harga segitu biar ram tak sama waktu di live ram 8 teryata 4 ram 64","['lumayan', 'harga', 'segitu', 'biar', 'ram', 'tak', 'sama', 'waktu', 'di', 'live', 'ram', '8', 'teryata', '4', 'ram', '64']","['lumayan', 'harga', 'segitu', 'biar', 'ram', 'tak', 'sama', 'waktu', 'di', 'live', 'ram', '8', 'teryata', '4', 'ram', '64']","['lumayan', 'harga', 'segitu', 'biar', 'ram', 'waktu', 'live', 'ram', '8', 'teryata', '4', 'ram', '64']","['lumayan', 'harga', 'segitu', 'biar', 'ram', 'waktu', 'live', 'ram', '8', 'teryata', '4', 'ram', '64']","lumayan harga segitu biar ram waktu live ram 8 teryata 4 ram 64",""
"Barang dah nyampe sesuai foto bagus, sayang buat WA kena spam","Barang dah nyampe sesuai foto bagus sayang buat WA kena spam","barang dah nyampe sesuai foto bagus sayang buat wa kena spam","['barang', 'dah', 'nyampe', 'sesuai', 'foto', 'bagus', 'sayang', 'buat', 'wa', 'kena', 'spam']","['barang', 'dah', 'nyampe', 'sesuai', 'foto', 'bagus', 'sayang', 'buat', 'wa', 'kena', 'spam']","['barang', 'dah', 'nyampe', 'sesuai', 'foto', 'bagus', 'sayang', 'wa', 'spam']","['barang', 'dah', 'nyampe', 'sesuai', 'foto', 'bagus', 'sayang', 'wa', 'spam']","barang dah nyampe sesuai foto bagus sayang wa spam",""
"Sama Ama yg d pesan hp ok,,, packing jg rapi aman,,,bisa order lgi nanti,,,barang jg cepat tibanya","Sama Ama yg d pesan hp ok packing jg rapi aman bisa order lgi nanti barang jg cepat tibanya","sama ama yg d pesan hp ok packing jg rapi aman bisa order lgi nanti barang jg cepat tibanya","['sama', 'ama', 'yg', 'd', 'pesan', 'hp', 'ok', 'packing', 'jg', 'rapi', 'aman', 'bisa', 'order', 'lgi', 'nanti', 'barang', 'jg', 'cepat', 'tibanya']","['sama', 'ama', 'yang', 'd', 'pesan', 'hp', 'oke', 'packing', 'jg', 'rapi', 'aman', 'bisa', 'order', 'lgi', 'nanti', 'barang', 'jg', 'cepat', 'tibanya']","['ama', 'pesan', 'hp', 'oke', 'packing', 'jg', 'rapi', 'aman', 'order', 'lgi', 'barang', 'jg', 'cepat', 'tibanya']","['ama', 'pesan', 'hp', 'oke', 'packing', 'jg', 'rapi', 'aman', 'order', 'lgi', 'barang', 'jg', 'cepat', 'tiba']","ama pesan hp oke packing jg rapi aman order lgi barang jg cepat tiba",""
"Kejernihan lensa: Sangat bagus Kualitas pengerjaan: Sangat bagus","Kejernihan lensa Sangat bagus Kualitas pengerjaan Sangat bagus","kejernihan lensa sangat bagus kualitas pengerjaan sangat bagus","['kejernihan', 'lensa', 'sangat', 'bagus', 'kualitas', 'pengerjaan', 'sangat', 'bagus']","['kejernihan', 'lensa', 'sangat', 'bagus', 'kualitas', 'pengerjaan', 'sangat', 'bagus']","['kejernihan', 'lensa', 'bagus', 'kualitas', 'pengerjaan', 'bagus']","['jernih', 'lensa', 'bagus', 'kualitas', 'kerja', 'bagus']","jernih lensa bagus kualitas kerja bagus",""
"Barang nya bagus pokoknya puas banget.....top deh ..... bintang 5","Barang nya bagus pokoknya puas banget top deh bintang 5","barang nya bagus pokoknya puas banget top deh bintang 5","['barang', 'nya', 'bagus', 'pokoknya', 'puas', 'banget', 'top', 'deh', 'bintang', '5']","['barang', 'nya', 'bagus', 'pokoknya', 'puas', 'banget', 'top', 'deh', 'bintang', '5']","['barang', 'bagus', 'pokoknya', 'puas', 'banget', 'top', 'deh', 'bintang', '5']","['barang', 'bagus', 'pokok', 'puas', 'banget', 'top', 'deh', 'bintang', '5']","barang bagus pokok puas banget top deh bintang 5",""
"Barang nya sudah diterima dan cepat datang nya, Peking nya rapi ramah... Kejernihan lensa: Kamera nya bagus...","Barang nya sudah diterima dan cepat datang nya Peking nya rapi ramah Kejernihan lensa Kamera nya bagus","barang nya sudah diterima dan cepat datang nya peking nya rapi ramah kejernihan lensa kamera nya bagus","['barang', 'nya', 'sudah', 'diterima', 'dan', 'cepat', 'datang', 'nya', 'peking', 'nya', 'rapi', 'ramah', 'kejernihan', 'lensa', 'kamera', 'nya', 'bagus']","['barang', 'nya', 'sudah', 'diterima', 'dan', 'cepat', 'datang', 'nya', 'peking', 'nya', 'rapi', 'ramah', 'kejernihan', 'lensa', 'kamera', 'nya', 'bagus']","['barang', 'diterima', 'cepat', 'peking', 'rapi', 'ramah', 'kejernihan', 'lensa', 'kamera', 'bagus']","['barang', 'terima', 'cepat', 'peking', 'rapi', 'ramah', 'jernih', 'lensa', 'kamera', 'bagus']","barang terima cepat peking rapi ramah jernih lensa kamera bagus",""
"paket dah sampai barang oke..ini pembelian ke dua alhamdulillah tidak mengecewakan,toko nya amanah Maap gak bisa ngasih poto soalny aku di perantauan semoga toko ny slalu amanah dan banyak pelangan,sukses slalu","paket dah sampai barang oke ini pembelian ke dua alhamdulillah tidak mengecewakan toko nya amanah Maap gak bisa ngasih poto soalny aku di perantauan semoga toko ny slalu amanah dan banyak pelangan sukses slalu","paket dah sampai barang oke ini pembelian ke dua alhamdulillah tidak mengecewakan toko nya amanah maap gak bisa ngasih poto soalny aku di perantauan semoga toko ny slalu amanah dan banyak pelangan sukses slalu","['paket', 'dah', 'sampai', 'barang', 'oke', 'ini', 'pembelian', 'ke', 'dua', 'alhamdulillah', 'tidak', 'mengecewakan', 'toko', 'nya', 'amanah', 'maap', 'gak', 'bisa', 'ngasih', 'poto', 'soalny', 'aku', 'di', 'perantauan', 'semoga', 'toko', 'ny', 'slalu', 'amanah', 'dan', 'banyak', 'pelangan', 'sukses', 'slalu']","['paket', 'dah', 'sampai', 'barang', 'oke', 'ini', 'pembelian', 'ke', 'dua', 'alhamdulillah', 'tidak', 'mengecewakan', 'toko', 'nya', 'amanah', 'maap', 'tidak', 'bisa', 'ngasih', 'poto', 'soalny', 'aku', 'di', 'perantauan', 'semoga', 'toko', 'nya', 'slalu', 'amanah', 'dan', 'banyak', 'pelangan', 'sukses', 'slalu']","['paket', 'dah', 'barang', 'oke', 'pembelian', 'alhamdulillah', 'mengecewakan', 'toko', 'amanah', 'maap', 'ngasih', 'poto', 'soalny', 'perantauan', 'semoga', 'toko', 'slalu', 'amanah', 'pelangan', 'sukses', 'slalu']","['paket', 'dah', 'barang', 'oke', 'beli', 'alhamdulillah', 'kecewa', 'toko', 'amanah', 'maap', 'ngasih', 'poto', 'soalny', 'rantau', 'moga', 'toko', 'slalu', 'amanah', 'pelang', 'sukses', 'slalu']","paket dah barang oke beli alhamdulillah kecewa toko amanah maap ngasih poto soalny rantau moga toko slalu amanah pelang sukses slalu",""
"Pokoknya puas dengan pesanan kami Packing ny jga rapi ,nyampenya jga cepat ,dan kurirnya jga ramah🙏 sekali lgi trimakasih","Pokoknya puas dengan pesanan kami Packing ny jga rapi nyampenya jga cepat dan kurirnya jga ramah sekali lgi trimakasih","pokoknya puas dengan pesanan kami packing ny jga rapi nyampenya jga cepat dan kurirnya jga ramah sekali lgi trimakasih","['pokoknya', 'puas', 'dengan', 'pesanan', 'kami', 'packing', 'ny', 'jga', 'rapi', 'nyampenya', 'jga', 'cepat', 'dan', 'kurirnya', 'jga', 'ramah', 'sekali', 'lgi', 'trimakasih']","['pokoknya', 'puas', 'dengan', 'pesanan', 'kami', 'packing', 'nya', 'jga', 'rapi', 'nyampenya', 'jga', 'cepat', 'dan', 'kurirnya', 'jga', 'ramah', 'sekali', 'lgi', 'trimakasih']","['pokoknya', 'puas', 'pesanan', 'packing', 'jga', 'rapi', 'nyampenya', 'jga', 'cepat', 'kurirnya', 'jga', 'ramah', 'lgi', 'trimakasih']","['pokok', 'puas', 'pesan', 'packing', 'jga', 'rapi', 'nyampenya', 'jga', 'cepat', 'kurir', 'jga', 'ramah', 'lgi', 'trimakasih']","pokok puas pesan packing jga rapi nyampenya jga cepat kurir jga ramah lgi trimakasih",""
"Mantap pokoknya, amanah, jgn ragu kawan, sesuai pesanan, udah di coba berpungsi dgn baik, sukses buat toko ntiktok jga kurir. Mkasih semua.","Mantap pokoknya amanah jgn ragu kawan sesuai pesanan udah di coba berpungsi dgn baik sukses buat toko ntiktok jga kurir Mkasih semua","mantap pokoknya amanah jgn ragu kawan sesuai pesanan udah di coba berpungsi dgn baik sukses buat toko ntiktok jga kurir mkasih semua","['mantap', 'pokoknya', 'amanah', 'jgn', 'ragu', 'kawan', 'sesuai', 'pesanan', 'udah', 'di', 'coba', 'berpungsi', 'dgn', 'baik', 'sukses', 'buat', 'toko', 'ntiktok', 'jga', 'kurir', 'mkasih', 'semua']","['mantap', 'pokoknya', 'amanah', 'jgn', 'ragu', 'kawan', 'sesuai', 'pesanan', 'udah', 'di', 'coba', 'berpungsi', 'dgn', 'baik', 'sukses', 'buat', 'toko', 'ntiktok', 'jga', 'kurir', 'mkasih', 'semua']","['mantap', 'pokoknya', 'amanah', 'jgn', 'ragu', 'kawan', 'sesuai', 'pesanan', 'udah', 'coba', 'berpungsi', 'dgn', 'sukses', 'toko', 'ntiktok', 'jga', 'kurir', 'mkasih']","['mantap', 'pokok', 'amanah', 'jgn', 'ragu', 'kawan', 'sesuai', 'pesan', 'udah', 'coba', 'pungsi', 'dgn', 'sukses', 'toko', 'ntiktok', 'jga', 'kurir', 'mkasih']","mantap pokok amanah jgn ragu kawan sesuai pesan udah coba pungsi dgn sukses toko ntiktok jga kurir mkasih",""
"Semuanya mantap,nnti mau pesan lg","Semuanya mantap nnti mau pesan lg","semuanya mantap nnti mau pesan lg","['semuanya', 'mantap', 'nnti', 'mau', 'pesan', 'lg']","['semuanya', 'mantap', 'nnti', 'mau', 'pesan', 'lg']","['mantap', 'nnti', 'pesan', 'lg']","['mantap', 'nnti', 'pesan', 'lg']","mantap nnti pesan lg",""
